event_id,timestamp,hour,lat,lon,signal_type,mac,oui,vendor,rssi,channel,pattern
RF-003324,2026-04-26T14:30:38+00:00,14,33.214926,-117.394207,BT,F8:E4:FB:4A:BB:98,F8:E4:FB,Microsoft,-56,38,fixed_infra_offices
RF-000457,2026-04-26T23:24:28+00:00,23,33.210599,-117.397424,WiFi,D0:17:6A:AB:91:33,D0:17:6A,Samsung,-62,11,device_dwell_gate
RF-001765,2026-04-26T12:32:45+00:00,12,33.218604,-117.390503,BT,F0:18:98:88:97:D8,F0:18:98,Apple,-68,37,gathering_chow_hall
RF-004889,2026-04-26T18:53:06+00:00,18,33.208992,-117.402295,WiFi,02:00:00:34:EB:AA,02:00:00,Unknown,-85,157,ephemeral_perimeter_w
RF-001829,2026-04-26T15:12:00+00:00,15,33.218331,-117.390292,WiFi,F4:F5:D8:34:4B:61,F4:F5:D8,Google,-74,40,gathering_chow_hall
RF-002472,2026-04-26T06:11:38+00:00,6,33.213316,-117.394985,WiFi,F4:F5:D8:47:82:05,F4:F5:D8,Google,-77,48,mobile_transit_road
RF-000137,2026-04-26T19:49:45+00:00,19,33.210634,-117.397162,BT,AC:67:B2:4F:01:CB,AC:67:B2,Espressif,-75,37,device_dwell_gate
RF-004044,2026-04-26T11:11:12+00:00,11,33.207405,-117.401114,BT,60:A4:23:2D:3E:15,60:A4:23,Bosch,-69,38,fixed_infra_motorpool
RF-000579,2026-04-26T23:32:12+00:00,23,33.210865,-117.397237,WiFi,C0:91:34:D5:E6:25,C0:91:34,Fitbit,-74,44,device_dwell_gate
RF-000680,2026-04-26T20:43:25+00:00,20,33.210642,-117.397495,BT,78:25:AD:06:0D:7F,78:25:AD,Samsung,-56,38,device_dwell_gate
RF-004463,2026-04-26T09:51:22+00:00,9,33.212797,-117.396479,BT,AC:23:3F:F5:63:77,AC:23:3F,BlueCharm,-65,37,device_dwell_vehiclepark
RF-001676,2026-04-26T10:28:16+00:00,10,33.21887,-117.390721,BT,A0:9E:1A:05:08:A5,A0:9E:1A,Polar,-64,38,gathering_chow_hall
RF-002601,2026-04-26T11:47:03+00:00,11,33.215337,-117.393508,WiFi,F4:F5:D8:47:29:46,F4:F5:D8,Google,-80,48,mobile_transit_road
RF-001650,2026-04-26T14:28:56+00:00,14,33.218547,-117.390053,BT,00:0B:7D:20:11:4A,00:0B:7D,Garmin,-64,39,gathering_chow_hall
RF-000985,2026-04-26T10:53:33+00:00,10,33.218376,-117.390445,BT,F8:A4:5F:B4:9D:79,F8:A4:5F,Xiaomi,-67,37,gathering_chow_hall
RF-004144,2026-04-26T09:49:43+00:00,9,33.207626,-117.400913,BT,F4:B8:5E:5B:62:33,F4:B8:5E,Kontakt-io,-81,39,fixed_infra_motorpool
RF-002527,2026-04-26T07:07:11+00:00,7,33.210665,-117.396269,WiFi,94:65:2D:EF:2C:F1,94:65:2D,OnePlus,-68,48,mobile_transit_road
RF-000039,2026-04-26T20:25:23+00:00,20,33.210487,-117.397316,WiFi,C0:91:34:31:C3:ED,C0:91:34,Fitbit,-77,6,device_dwell_gate
RF-000884,2026-04-26T00:15:37+00:00,0,33.21046,-117.397379,WiFi,F4:F5:D8:85:61:0F,F4:F5:D8,Google,-68,11,device_dwell_gate
RF-002116,2026-04-26T07:15:55+00:00,7,33.207325,-117.397863,WiFi,F8:A4:5F:2B:D6:0E,F8:A4:5F,Xiaomi,-87,149,mobile_transit_road
RF-003379,2026-04-26T11:25:00+00:00,11,33.214774,-117.393758,WiFi,B4:FB:E4:8D:CB:D4,B4:FB:E4,Ubiquiti,-47,157,fixed_infra_offices
RF-001340,2026-04-26T13:25:53+00:00,13,33.218193,-117.390636,BT,F4:F5:D8:B3:2C:4D,F4:F5:D8,Google,-63,38,gathering_chow_hall
RF-000883,2026-04-26T22:58:13+00:00,22,33.210528,-117.39741,BT,D0:17:6A:D8:DD:42,D0:17:6A,Samsung,-63,39,device_dwell_gate
RF-002824,2026-04-26T10:30:30+00:00,10,33.210755,-117.395994,WiFi,F0:18:98:01:4A:9A,F0:18:98,Apple,-71,40,mobile_transit_road
RF-002652,2026-04-26T18:37:53+00:00,18,33.205898,-117.39891,WiFi,F8:A4:5F:57:6F:75,F8:A4:5F,Xiaomi,-70,11,mobile_transit_road
RF-000852,2026-04-26T22:35:15+00:00,22,33.210689,-117.397341,BT,14:7D:DA:2E:F3:E1,14:7D:DA,Google,-69,37,device_dwell_gate
RF-002512,2026-04-26T08:33:57+00:00,8,33.211991,-117.395708,WiFi,F0:18:98:EE:1F:EC,F0:18:98,Apple,-70,11,mobile_transit_road
RF-000072,2026-04-26T18:24:43+00:00,18,33.210561,-117.39721,WiFi,F0:35:75:7B:F7:0D,F0:35:75,Estimote,-77,44,device_dwell_gate
RF-001102,2026-04-26T13:10:41+00:00,13,33.218086,-117.390467,BT,A0:9E:1A:61:95:4A,A0:9E:1A,Polar,-78,39,gathering_chow_hall
RF-003216,2026-04-26T03:02:33+00:00,3,33.215063,-117.393764,WiFi,F8:E4:FB:A3:93:3D,F8:E4:FB,Microsoft,-66,11,fixed_infra_offices
RF-001310,2026-04-26T17:18:00+00:00,17,33.218222,-117.390484,WiFi,00:12:FB:81:F2:67,00:12:FB,Samsung,-68,48,gathering_chow_hall
RF-003715,2026-04-26T12:47:52+00:00,12,33.207819,-117.401191,BT,60:A4:23:96:EF:22,60:A4:23,Bosch,-73,39,fixed_infra_motorpool
RF-001640,2026-04-26T10:39:48+00:00,10,33.218581,-117.390745,BT,A0:9E:1A:7D:BC:2B,A0:9E:1A,Polar,-61,37,gathering_chow_hall
RF-003380,2026-04-26T04:11:06+00:00,4,33.215183,-117.393966,WiFi,F8:E4:FB:23:41:82,F8:E4:FB,Microsoft,-49,149,fixed_infra_offices
RF-003023,2026-04-26T09:59:16+00:00,9,33.215394,-117.394179,WiFi,00:0C:14:D9:E2:F3,00:0C:14,Cisco,-63,11,fixed_infra_offices
RF-004639,2026-04-26T21:18:26+00:00,21,33.213523,-117.389406,BT,AC:67:B2:C0:16:3E,AC:67:B2,Espressif,-78,38,ephemeral_perimeter
RF-001497,2026-04-26T11:06:17+00:00,11,33.218289,-117.390613,BT,C0:91:34:64:89:6A,C0:91:34,Fitbit,-52,39,gathering_chow_hall
RF-002408,2026-04-26T21:33:51+00:00,21,33.210583,-117.396467,WiFi,00:1E:10:69:C6:DB,00:1E:10,Huawei,-69,40,mobile_transit_road
RF-000888,2026-04-26T00:13:20+00:00,0,33.210604,-117.396748,BT,78:25:AD:6B:EF:DF,78:25:AD,Samsung,-60,38,device_dwell_gate
RF-002405,2026-04-26T18:48:40+00:00,18,33.216343,-117.391932,WiFi,F4:F5:D8:B3:B9:94,F4:F5:D8,Google,-65,157,mobile_transit_road
RF-001890,2026-04-26T13:59:47+00:00,13,33.21839,-117.390663,BT,F0:18:98:31:20:0D,F0:18:98,Apple,-54,38,gathering_chow_hall
RF-002767,2026-04-26T18:03:10+00:00,18,33.216016,-117.392741,WiFi,94:65:2D:64:BC:6E,94:65:2D,OnePlus,-71,36,mobile_transit_road
RF-001709,2026-04-26T13:32:43+00:00,13,33.218635,-117.390886,WiFi,00:0B:7D:BD:7D:7F,00:0B:7D,Garmin,-52,11,gathering_chow_hall
RF-001116,2026-04-26T06:59:38+00:00,6,33.218702,-117.390768,BT,14:7D:DA:54:C5:05,14:7D:DA,Google,-77,38,gathering_chow_hall
RF-003424,2026-04-26T11:29:28+00:00,11,33.215704,-117.394175,WiFi,E0:CB:BC:15:8A:4B,E0:CB:BC,Cisco-Meraki,-67,36,fixed_infra_offices
RF-000213,2026-04-26T02:19:07+00:00,2,33.210574,-117.39714,BT,E0:CB:BC:6C:B5:4B,E0:CB:BC,Cisco-Meraki,-77,37,device_dwell_gate
RF-001345,2026-04-26T13:42:09+00:00,13,33.218199,-117.390302,BT,C0:91:34:EE:03:D0,C0:91:34,Fitbit,-78,39,gathering_chow_hall
RF-004247,2026-04-26T12:12:32+00:00,12,33.212944,-117.396347,BT,F4:B8:5E:A7:4E:C1,F4:B8:5E,Kontakt-io,-74,37,device_dwell_vehiclepark
RF-004907,2026-04-26T21:08:58+00:00,21,33.209902,-117.403206,BT,AC:67:B2:AD:DF:D1,AC:67:B2,Espressif,-90,39,ephemeral_perimeter_w
RF-002479,2026-04-26T06:11:26+00:00,6,33.217365,-117.392176,BT,F8:A4:5F:EF:A1:66,F8:A4:5F,Xiaomi,-78,39,mobile_transit_road
RF-001300,2026-04-26T12:37:24+00:00,12,33.218443,-117.390786,BT,C0:91:34:72:A6:D9,C0:91:34,Fitbit,-65,39,gathering_chow_hall
RF-001683,2026-04-26T14:59:31+00:00,14,33.21842,-117.390364,WiFi,C0:91:34:C5:A0:ED,C0:91:34,Fitbit,-58,157,gathering_chow_hall
RF-002575,2026-04-26T20:40:34+00:00,20,33.219569,-117.390552,WiFi,F8:A4:5F:FB:9E:28,F8:A4:5F,Xiaomi,-81,48,mobile_transit_road
RF-000033,2026-04-26T08:52:31+00:00,8,33.210627,-117.397236,WiFi,A8:96:75:78:24:56,A8:96:75,Apple,-73,157,device_dwell_gate
RF-003447,2026-04-26T00:18:26+00:00,0,33.215319,-117.393877,WiFi,00:0C:14:8D:1E:76,00:0C:14,Cisco,-61,157,fixed_infra_offices
RF-003125,2026-04-26T22:19:17+00:00,22,33.215242,-117.393894,WiFi,E0:CB:BC:5B:38:B8,E0:CB:BC,Cisco-Meraki,-59,149,fixed_infra_offices
RF-000458,2026-04-26T21:06:54+00:00,21,33.210764,-117.397306,WiFi,F4:F5:D8:57:5B:8E,F4:F5:D8,Google,-68,157,device_dwell_gate
RF-001994,2026-04-26T20:29:31+00:00,20,33.218539,-117.390614,WiFi,00:0B:7D:2E:AB:25,00:0B:7D,Garmin,-75,44,gathering_chow_hall
RF-001594,2026-04-26T14:45:18+00:00,14,33.218363,-117.390696,BT,A0:9E:1A:D3:7B:E2,A0:9E:1A,Polar,-68,37,gathering_chow_hall
RF-004812,2026-04-26T22:14:54+00:00,22,33.210051,-117.403398,WiFi,AC:67:B2:7F:E0:7A,AC:67:B2,Espressif,-88,149,ephemeral_perimeter_w
RF-000914,2026-04-26T09:13:19+00:00,9,33.218627,-117.390618,WiFi,00:0B:7D:92:B5:27,00:0B:7D,Garmin,-60,149,gathering_chow_hall
RF-004226,2026-04-26T15:00:12+00:00,15,33.212889,-117.395732,BT,F0:35:75:83:57:67,F0:35:75,Estimote,-71,37,device_dwell_vehiclepark
RF-004259,2026-04-26T07:41:57+00:00,7,33.212823,-117.396034,BT,F0:35:75:9D:F4:D2,F0:35:75,Estimote,-64,38,device_dwell_vehiclepark
RF-000786,2026-04-26T22:08:36+00:00,22,33.210647,-117.397161,BT,F4:F5:D8:17:F4:CE,F4:F5:D8,Google,-75,37,device_dwell_gate
RF-000210,2026-04-26T01:57:40+00:00,1,33.210654,-117.397464,BT,00:12:FB:FE:76:8F,00:12:FB,Samsung,-72,39,device_dwell_gate
RF-004432,2026-04-26T00:14:36+00:00,0,33.213038,-117.396177,BT,AC:23:3F:61:A3:C5,AC:23:3F,BlueCharm,-60,38,device_dwell_vehiclepark
RF-002752,2026-04-26T07:14:51+00:00,7,33.223701,-117.388602,BT,78:25:AD:83:64:B2,78:25:AD,Samsung,-67,37,mobile_transit_road
RF-003414,2026-04-26T23:25:55+00:00,23,33.215247,-117.393837,WiFi,DC:FB:48:E8:C3:CC,DC:FB:48,IntelCorp,-72,40,fixed_infra_offices
RF-000237,2026-04-26T20:03:32+00:00,20,33.210588,-117.397174,WiFi,AC:67:B2:A8:1D:D2,AC:67:B2,Espressif,-71,11,device_dwell_gate
RF-002700,2026-04-26T22:58:23+00:00,22,33.210593,-117.39614,BT,94:65:2D:58:1E:BF,94:65:2D,OnePlus,-74,38,mobile_transit_road
RF-004970,2026-04-26T01:26:58+00:00,1,33.209766,-117.40358,BT,02:00:00:C6:41:7F,02:00:00,Unknown,-88,37,ephemeral_perimeter_w
RF-002621,2026-04-26T15:53:07+00:00,15,33.212124,-117.395346,BT,3C:22:FB:CB:54:0A,3C:22:FB,Apple,-87,38,mobile_transit_road
RF-003196,2026-04-26T14:39:21+00:00,14,33.215498,-117.39409,WiFi,94:B4:0F:85:FD:9E,94:B4:0F,Aruba,-60,11,fixed_infra_offices
RF-001368,2026-04-26T17:21:05+00:00,17,33.218461,-117.390725,WiFi,F8:A4:5F:25:5E:64,F8:A4:5F,Xiaomi,-64,1,gathering_chow_hall
RF-003365,2026-04-26T14:27:39+00:00,14,33.215004,-117.394104,WiFi,B4:FB:E4:A7:5B:F7,B4:FB:E4,Ubiquiti,-65,40,fixed_infra_offices
RF-001899,2026-04-26T12:38:50+00:00,12,33.218139,-117.39053,WiFi,94:65:2D:70:9D:00,94:65:2D,OnePlus,-82,149,gathering_chow_hall
RF-004096,2026-04-26T16:59:16+00:00,16,33.207869,-117.401137,BT,00:08:54:02:86:72,00:08:54,Continental,-86,39,fixed_infra_motorpool
RF-004118,2026-04-26T17:39:27+00:00,17,33.207666,-117.400678,BT,60:A4:23:CA:A4:AE,60:A4:23,Bosch,-64,38,fixed_infra_motorpool
RF-001588,2026-04-26T12:33:34+00:00,12,33.218324,-117.390843,WiFi,F8:A4:5F:F3:D4:1E,F8:A4:5F,Xiaomi,-59,6,gathering_chow_hall
RF-000857,2026-04-26T08:18:15+00:00,8,33.21061,-117.397516,WiFi,F0:35:75:CB:FD:B1,F0:35:75,Estimote,-73,157,device_dwell_gate
RF-004654,2026-04-26T04:14:54+00:00,4,33.211933,-117.390899,WiFi,AC:67:B2:BB:6D:58,AC:67:B2,Espressif,-81,36,ephemeral_perimeter
RF-001459,2026-04-26T10:30:52+00:00,10,33.21844,-117.390324,WiFi,00:12:FB:70:CF:81,00:12:FB,Samsung,-72,40,gathering_chow_hall
RF-004529,2026-04-26T05:45:07+00:00,5,33.212301,-117.390779,BT,AC:67:B2:F8:4A:FF,AC:67:B2,Espressif,-94,37,ephemeral_perimeter
RF-002911,2026-04-26T08:59:07+00:00,8,33.220571,-117.390228,WiFi,D0:17:6A:17:3B:51,D0:17:6A,Samsung,-73,6,mobile_transit_road
RF-004575,2026-04-26T21:00:15+00:00,21,33.212899,-117.389214,BT,AC:67:B2:25:AC:E5,AC:67:B2,Espressif,-82,37,ephemeral_perimeter
RF-000428,2026-04-26T06:15:56+00:00,6,33.210588,-117.397188,BT,F0:35:75:E7:46:67,F0:35:75,Estimote,-64,39,device_dwell_gate
RF-002457,2026-04-26T11:33:47+00:00,11,33.205649,-117.399761,BT,94:65:2D:B8:1A:4A,94:65:2D,OnePlus,-88,39,mobile_transit_road
RF-002804,2026-04-26T07:21:56+00:00,7,33.215087,-117.393558,BT,00:1E:10:3A:C6:05,00:1E:10,Huawei,-70,38,mobile_transit_road
RF-001724,2026-04-26T14:15:43+00:00,14,33.218301,-117.390349,WiFi,C0:91:34:56:29:57,C0:91:34,Fitbit,-67,40,gathering_chow_hall
RF-003172,2026-04-26T10:24:45+00:00,10,33.215185,-117.394123,WiFi,94:B4:0F:A9:F3:CF,94:B4:0F,Aruba,-46,40,fixed_infra_offices
RF-004603,2026-04-26T22:30:09+00:00,22,33.212731,-117.390497,BT,AC:67:B2:AA:BF:D4,AC:67:B2,Espressif,-90,38,ephemeral_perimeter
RF-003220,2026-04-26T15:29:01+00:00,15,33.214674,-117.393782,WiFi,94:F6:65:05:9C:87,94:F6:65,Ruckus,-58,149,fixed_infra_offices
RF-001850,2026-04-26T12:18:26+00:00,12,33.218442,-117.390303,WiFi,C0:91:34:A2:B5:2E,C0:91:34,Fitbit,-76,157,gathering_chow_hall
RF-003259,2026-04-26T09:05:26+00:00,9,33.21517,-117.394036,WiFi,94:F6:65:CB:01:0E,94:F6:65,Ruckus,-59,149,fixed_infra_offices
RF-003867,2026-04-26T15:49:33+00:00,15,33.207824,-117.401111,WiFi,00:08:54:51:5E:53,00:08:54,Continental,-71,1,fixed_infra_motorpool
RF-000876,2026-04-26T21:01:19+00:00,21,33.210552,-117.397381,WiFi,3C:22:FB:6E:E7:CA,3C:22:FB,Apple,-64,11,device_dwell_gate
RF-002031,2026-04-26T06:01:28+00:00,6,33.205155,-117.398295,WiFi,F4:F5:D8:1D:4B:FD,F4:F5:D8,Google,-75,149,mobile_transit_road
RF-002195,2026-04-26T13:40:50+00:00,13,33.207888,-117.397477,WiFi,94:65:2D:E5:09:CF,94:65:2D,OnePlus,-74,40,mobile_transit_road
RF-004487,2026-04-26T17:56:28+00:00,17,33.212876,-117.396394,BT,F0:35:75:88:32:B3,F0:35:75,Estimote,-65,39,device_dwell_vehiclepark
RF-000447,2026-04-26T21:43:50+00:00,21,33.210624,-117.397446,WiFi,D0:17:6A:41:8A:74,D0:17:6A,Samsung,-64,6,device_dwell_gate
RF-003309,2026-04-26T10:09:16+00:00,10,33.215239,-117.394339,WiFi,94:F6:65:AC:A5:EA,94:F6:65,Ruckus,-68,40,fixed_infra_offices
RF-001723,2026-04-26T06:00:59+00:00,6,33.218613,-117.390631,BT,94:65:2D:ED:73:2F,94:65:2D,OnePlus,-53,37,gathering_chow_hall
RF-003173,2026-04-26T08:51:53+00:00,8,33.214868,-117.393666,WiFi,94:F6:65:6D:99:29,94:F6:65,Ruckus,-53,6,fixed_infra_offices
RF-003278,2026-04-26T11:15:54+00:00,11,33.215315,-117.393479,WiFi,B4:FB:E4:2E:79:AA,B4:FB:E4,Ubiquiti,-71,6,fixed_infra_offices
RF-001941,2026-04-26T12:50:31+00:00,12,33.218026,-117.390309,BT,00:12:FB:8E:A4:4A,00:12:FB,Samsung,-82,38,gathering_chow_hall
RF-000612,2026-04-26T00:14:17+00:00,0,33.210352,-117.397169,WiFi,F0:18:98:B4:1F:92,F0:18:98,Apple,-76,157,device_dwell_gate
RF-004229,2026-04-26T23:32:59+00:00,23,33.212681,-117.396126,WiFi,F0:35:75:97:61:7B,F0:35:75,Estimote,-69,6,device_dwell_vehiclepark
RF-003205,2026-04-26T15:32:59+00:00,15,33.215173,-117.394018,WiFi,94:F6:65:85:D4:AD,94:F6:65,Ruckus,-60,1,fixed_infra_offices
RF-004979,2026-04-26T04:27:43+00:00,4,33.209906,-117.403205,BT,AC:67:B2:E8:21:C7,AC:67:B2,Espressif,-95,38,ephemeral_perimeter_w
RF-002242,2026-04-26T17:09:23+00:00,17,33.210167,-117.396585,WiFi,D0:17:6A:69:3F:24,D0:17:6A,Samsung,-92,36,mobile_transit_road
RF-001933,2026-04-26T12:27:23+00:00,12,33.21836,-117.390648,WiFi,A0:9E:1A:A3:AC:66,A0:9E:1A,Polar,-63,40,gathering_chow_hall
RF-003417,2026-04-26T02:25:31+00:00,2,33.215428,-117.394504,WiFi,B4:FB:E4:20:66:9B,B4:FB:E4,Ubiquiti,-45,6,fixed_infra_offices
RF-002627,2026-04-26T16:02:11+00:00,16,33.217688,-117.391948,WiFi,F8:A4:5F:CA:A1:19,F8:A4:5F,Xiaomi,-70,11,mobile_transit_road
RF-000105,2026-04-26T14:50:57+00:00,14,33.210561,-117.397003,BT,00:12:FB:56:CD:B8,00:12:FB,Samsung,-67,39,device_dwell_gate
RF-001577,2026-04-26T12:05:21+00:00,12,33.218687,-117.390226,BT,F4:F5:D8:66:D1:8B,F4:F5:D8,Google,-80,39,gathering_chow_hall
RF-001684,2026-04-26T18:53:32+00:00,18,33.218574,-117.390575,WiFi,A0:9E:1A:FD:FE:2B,A0:9E:1A,Polar,-73,1,gathering_chow_hall
RF-004242,2026-04-26T11:52:30+00:00,11,33.213123,-117.396144,BT,AC:23:3F:58:2E:43,AC:23:3F,BlueCharm,-61,38,device_dwell_vehiclepark
RF-002721,2026-04-26T07:34:32+00:00,7,33.214673,-117.394071,BT,3C:22:FB:45:73:2E,3C:22:FB,Apple,-70,37,mobile_transit_road
RF-000014,2026-04-26T11:48:49+00:00,11,33.210646,-117.397279,BT,E0:CB:BC:F1:93:2B,E0:CB:BC,Cisco-Meraki,-56,39,device_dwell_gate
RF-003299,2026-04-26T11:34:50+00:00,11,33.215526,-117.393395,WiFi,B4:FB:E4:E3:85:5A,B4:FB:E4,Ubiquiti,-48,40,fixed_infra_offices
RF-000987,2026-04-26T11:31:05+00:00,11,33.218259,-117.390644,BT,14:7D:DA:80:EB:DD,14:7D:DA,Google,-58,39,gathering_chow_hall
RF-000060,2026-04-26T01:09:08+00:00,1,33.210675,-117.397116,WiFi,AC:67:B2:B2:B1:70,AC:67:B2,Espressif,-77,48,device_dwell_gate
RF-004073,2026-04-26T09:02:10+00:00,9,33.207871,-117.401361,BT,00:17:E9:DC:D2:8A,00:17:E9,TexasInstr,-73,38,fixed_infra_motorpool
RF-003992,2026-04-26T21:09:34+00:00,21,33.207614,-117.400672,BT,60:A4:23:92:C1:6B,60:A4:23,Bosch,-60,37,fixed_infra_motorpool
RF-001870,2026-04-26T14:27:22+00:00,14,33.218568,-117.3906,BT,00:0B:7D:0D:A8:19,00:0B:7D,Garmin,-58,38,gathering_chow_hall
RF-000088,2026-04-26T00:00:22+00:00,0,33.21085,-117.397201,WiFi,E0:CB:BC:E1:05:B4,E0:CB:BC,Cisco-Meraki,-69,36,device_dwell_gate
RF-003729,2026-04-26T09:05:22+00:00,9,33.207977,-117.401125,WiFi,AC:23:3F:4E:50:74,AC:23:3F,BlueCharm,-84,44,fixed_infra_motorpool
RF-000809,2026-04-26T13:57:05+00:00,13,33.210485,-117.397567,WiFi,A8:96:75:E0:A5:B4,A8:96:75,Apple,-71,36,device_dwell_gate
RF-004550,2026-04-26T22:04:52+00:00,22,33.213363,-117.389969,BT,02:00:00:5E:08:99,02:00:00,Unknown,-89,38,ephemeral_perimeter
RF-004895,2026-04-26T22:26:13+00:00,22,33.209829,-117.402254,BT,AC:67:B2:C1:A1:3F,AC:67:B2,Espressif,-81,38,ephemeral_perimeter_w
RF-004252,2026-04-26T20:17:31+00:00,20,33.212907,-117.396213,BT,F4:B8:5E:F2:B3:26,F4:B8:5E,Kontakt-io,-77,38,device_dwell_vehiclepark
RF-000172,2026-04-26T17:11:25+00:00,17,33.210492,-117.397231,WiFi,A8:96:75:C8:61:26,A8:96:75,Apple,-57,149,device_dwell_gate
RF-001394,2026-04-26T17:57:08+00:00,17,33.218717,-117.390731,WiFi,F8:A4:5F:A6:46:44,F8:A4:5F,Xiaomi,-54,149,gathering_chow_hall
RF-000514,2026-04-26T16:07:49+00:00,16,33.210612,-117.396834,WiFi,AC:67:B2:3B:C9:97,AC:67:B2,Espressif,-57,36,device_dwell_gate
RF-000601,2026-04-26T22:24:11+00:00,22,33.21082,-117.397392,BT,3C:22:FB:BA:CB:20,3C:22:FB,Apple,-63,37,device_dwell_gate
RF-001155,2026-04-26T09:36:38+00:00,9,33.218534,-117.39068,WiFi,F8:A4:5F:9F:CF:E9,F8:A4:5F,Xiaomi,-55,1,gathering_chow_hall
RF-001469,2026-04-26T12:29:03+00:00,12,33.218647,-117.390925,BT,A0:9E:1A:DE:65:FB,A0:9E:1A,Polar,-80,38,gathering_chow_hall
RF-002461,2026-04-26T20:45:04+00:00,20,33.208842,-117.39695,WiFi,00:1E:10:3E:0F:00,00:1E:10,Huawei,-85,1,mobile_transit_road
RF-003748,2026-04-26T21:30:00+00:00,21,33.20766,-117.401718,WiFi,AC:23:3F:47:58:4F,AC:23:3F,BlueCharm,-62,157,fixed_infra_motorpool
RF-002903,2026-04-26T06:56:27+00:00,6,33.21186,-117.39465,WiFi,F0:18:98:D8:4D:F5,F0:18:98,Apple,-88,40,mobile_transit_road
RF-003342,2026-04-26T14:32:06+00:00,14,33.215866,-117.39367,WiFi,94:B4:0F:A3:33:E0,94:B4:0F,Aruba,-51,149,fixed_infra_offices
RF-004090,2026-04-26T08:24:42+00:00,8,33.207687,-117.400765,BT,60:A4:23:EC:56:A6,60:A4:23,Bosch,-75,37,fixed_infra_motorpool
RF-003731,2026-04-26T14:38:59+00:00,14,33.207669,-117.400723,BT,00:17:E9:13:A9:16,00:17:E9,TexasInstr,-66,39,fixed_infra_motorpool
RF-004157,2026-04-26T02:34:17+00:00,2,33.212543,-117.395849,BT,00:0B:7D:55:80:42,00:0B:7D,Garmin,-73,39,device_dwell_vehiclepark
RF-002041,2026-04-26T17:01:08+00:00,17,33.209477,-117.396119,WiFi,14:7D:DA:59:34:93,14:7D:DA,Google,-88,40,mobile_transit_road
RF-004322,2026-04-26T13:49:01+00:00,13,33.212917,-117.396149,BT,F0:35:75:00:B4:56,F0:35:75,Estimote,-78,38,device_dwell_vehiclepark
RF-000110,2026-04-26T04:01:37+00:00,4,33.210609,-117.397137,WiFi,AC:67:B2:42:2B:C8,AC:67:B2,Espressif,-59,36,device_dwell_gate
RF-001507,2026-04-26T11:33:13+00:00,11,33.218681,-117.390597,BT,F8:A4:5F:8F:F5:4A,F8:A4:5F,Xiaomi,-66,39,gathering_chow_hall
RF-004922,2026-04-26T03:05:52+00:00,3,33.209401,-117.403246,BT,AC:67:B2:2C:87:BC,AC:67:B2,Espressif,-87,37,ephemeral_perimeter_w
RF-004250,2026-04-26T17:30:49+00:00,17,33.212995,-117.396198,BT,F4:B8:5E:64:EB:11,F4:B8:5E,Kontakt-io,-59,39,device_dwell_vehiclepark
RF-003546,2026-04-26T11:11:12+00:00,11,33.215471,-117.394358,WiFi,DC:FB:48:6C:40:82,DC:FB:48,IntelCorp,-48,40,fixed_infra_offices
RF-004168,2026-04-26T18:46:37+00:00,18,33.212774,-117.39629,BT,00:0B:7D:98:56:69,00:0B:7D,Garmin,-72,39,device_dwell_vehiclepark
RF-000471,2026-04-26T02:59:29+00:00,2,33.210563,-117.397311,WiFi,AC:67:B2:E3:09:CB,AC:67:B2,Espressif,-64,40,device_dwell_gate
RF-000130,2026-04-26T00:19:55+00:00,0,33.210729,-117.397245,WiFi,A8:96:75:0F:50:C8,A8:96:75,Apple,-60,48,device_dwell_gate
RF-003144,2026-04-26T07:19:39+00:00,7,33.215088,-117.394063,WiFi,E0:CB:BC:80:09:AD,E0:CB:BC,Cisco-Meraki,-50,1,fixed_infra_offices
RF-000240,2026-04-26T09:25:06+00:00,9,33.210776,-117.397296,WiFi,F0:18:98:D9:4E:E3,F0:18:98,Apple,-59,6,device_dwell_gate
RF-002716,2026-04-26T11:23:33+00:00,11,33.217518,-117.392393,WiFi,94:65:2D:05:6C:EF,94:65:2D,OnePlus,-66,36,mobile_transit_road
RF-001241,2026-04-26T14:24:49+00:00,14,33.218715,-117.390408,WiFi,C0:91:34:46:26:61,C0:91:34,Fitbit,-58,6,gathering_chow_hall
RF-002319,2026-04-26T09:37:19+00:00,9,33.207818,-117.398168,WiFi,F8:A4:5F:4A:EB:99,F8:A4:5F,Xiaomi,-87,11,mobile_transit_road
RF-002268,2026-04-26T15:09:04+00:00,15,33.209746,-117.397187,WiFi,14:7D:DA:0D:4D:BC,14:7D:DA,Google,-90,11,mobile_transit_road
RF-002370,2026-04-26T08:31:04+00:00,8,33.217532,-117.391749,BT,F8:A4:5F:29:68:62,F8:A4:5F,Xiaomi,-73,37,mobile_transit_road
RF-000696,2026-04-26T04:02:11+00:00,4,33.210599,-117.397399,WiFi,F0:18:98:50:92:A0,F0:18:98,Apple,-59,1,device_dwell_gate
RF-000853,2026-04-26T03:51:14+00:00,3,33.210495,-117.397301,WiFi,F0:18:98:AD:6E:1D,F0:18:98,Apple,-75,11,device_dwell_gate
RF-004043,2026-04-26T16:13:12+00:00,16,33.208117,-117.400825,BT,60:A4:23:32:7E:B3,60:A4:23,Bosch,-61,38,fixed_infra_motorpool
RF-004012,2026-04-26T18:53:13+00:00,18,33.207937,-117.400796,BT,60:A4:23:4F:12:AE,60:A4:23,Bosch,-73,38,fixed_infra_motorpool
