item_id,nsn,nomenclature,fsc,qty_on_hand,qty_required,shortage,condition_code,location_id,responsible_marine,last_inventoried_date,days_since_inventory,unit_price_usd
ITM-1002705,2940-01-413-1984,Engine air filter element (HMMWV),2940,64,50,0,A,BIC-CAGE-A,"SSgt Reyes, J.",2026-04-14,13,58
ITM-1002706,2930-01-477-0631,Fuel filter / water separator (MTVR),2930,96,48,0,B,WHSE-C1-ALB,"Cpl Iwamoto, K.",2026-04-02,25,47
ITM-1002707,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),4720,124,62,0,B,WHSE-A1-ALB,"Cpl Iwamoto, K.",2026-02-11,75,95
ITM-1002708,4720-01-329-4512,Coolant hose (MTVR engine),4720,58,29,0,A,WHSE-B2-BAR,"Sgt Alvarado, M.",2026-03-10,48,38
ITM-1002709,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,22,11,0,H,WHSE-C1-ALB,"Cpl Henderson, B.",2026-04-07,20,28500
ITM-1002710,2935-01-510-9923,"Fuel control, MV-22 engine",2935,11,8,0,B,BIC-CAGE-A,"MSgt Quinones, V.",2026-02-27,59,12400
ITM-1002711,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,12,13,1,A,WHSE-C1-ALB,"Cpl Henderson, B.",2026-02-13,73,240
ITM-1002712,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,87,47,0,F,VBAY-01-BAR,"GySgt Underwood, R.",2026-04-03,24,2
ITM-1002713,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,51,29,0,B,BIC-WHSE-1,"Cpl Diallo, S.",2026-03-27,31,3
ITM-1002714,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),6140,78,58,0,H,BIC-WHSE-2,"SSgt Reyes, J.",2026-02-09,77,138
ITM-1002715,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",5995,72,44,0,F,WHSE-B2-BAR,"SSgt Reyes, J.",2026-03-19,39,84
ITM-1002716,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2610,90,45,0,F,BIC-WHSE-1,"Sgt Carrillo, R.",2026-04-09,18,690
ITM-1002717,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2610,52,39,0,A,VBAY-01-BAR,"MSgt Quinones, V.",2026-02-13,73,540
ITM-1002718,2540-01-565-2210,Ballistic glass window panel (JLTV),2540,12,10,0,A,BIC-WHSE-1,"Cpl Henderson, B.",2026-03-23,35,2400
ITM-1002719,1240-01-602-7715,"Optical sight assembly, M1A1",1240,10,8,0,A,BIC-WHSE-2,"Sgt Carrillo, R.",2026-02-08,78,18500
ITM-1002720,2895-01-462-3318,Winch cable assembly 200ft (M88A2),2895,56,44,0,A,WHSE-A2-ALB,"SSgt Reyes, J.",2026-03-24,34,410
ITM-1002721,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),2815,22,53,31,A,WHSE-A1-ALB,"Sgt Carrillo, R.",2026-04-04,23,220
ITM-1002722,5965-01-411-7783,Intercom headset H-250/U,5965,57,45,0,F,WHSE-B1-ALB,"Sgt Carrillo, R.",2026-04-16,11,165
ITM-1002723,6135-01-301-8776,BA-5590 lithium primary battery (radio),6135,42,21,0,A,BIC-WHSE-2,"Cpl Henderson, B.",2026-04-12,15,26
ITM-1002724,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),2810,6,7,1,A,WHSE-A2-ALB,"Cpl Iwamoto, K.",2026-03-28,30,47800
ITM-1002725,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",3040,14,7,0,A,WHSE-B1-ALB,"MSgt Quinones, V.",2026-02-20,66,8900
ITM-1002726,5340-01-122-4419,"Bracket, armor liner",5340,105,52,0,H,BIC-WHSE-2,"SSgt Whitfield, T.",2026-02-21,65,95
ITM-1002727,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1730,11,7,0,H,WHSE-B2-BAR,"Cpl Diallo, S.",2026-04-05,22,1180
ITM-1002728,2540-01-572-3041,"Seat, armored crew (driver)",2540,71,46,0,C,BIC-CAGE-A,"Sgt Pham, D.",2026-03-11,47,2240
ITM-1002729,6130-01-651-1182,"Power distribution unit, vehicle",6130,70,36,0,A,WHSE-C1-ALB,"SSgt Whitfield, T.",2026-03-15,43,1410
ITM-1002730,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",3110,63,31,0,H,VBAY-01-BAR,"Sgt Alvarado, M.",2026-03-29,29,387
ITM-1002731,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",3110,37,47,10,A,WHSE-A2-ALB,"SSgt Reyes, J.",2026-02-11,75,512
ITM-1002732,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",3110,16,8,0,F,WHSE-A2-ALB,"SSgt Reyes, J.",2026-02-15,71,622
ITM-1002733,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",3110,16,12,0,A,BIC-WHSE-1,"GySgt Underwood, R.",2026-02-09,77,745
ITM-1002734,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",3110,6,11,5,B,BIC-CAGE-A,"GySgt Underwood, R.",2026-03-02,56,4280
ITM-1002735,2530-01-621-3107,Brake rotor (MTVR),2530,59,31,0,A,WHSE-B1-ALB,"GySgt Underwood, R.",2026-03-30,28,215
ITM-1002736,2530-01-487-5511,Hydraulic brake caliper (JLTV),2530,56,38,0,A,WHSE-C1-ALB,"Sgt Alvarado, M.",2026-03-14,44,320
ITM-1002737,2530-01-356-7711,Power steering pump (MTVR),2530,75,45,0,A,BIC-CAGE-A,"Sgt Carrillo, R.",2026-04-05,22,1180
ITM-1002738,2520-01-365-7104,Drive shaft U-joint (MTVR),2520,89,56,0,B,BIC-WHSE-1,"Cpl Iwamoto, K.",2026-02-19,67,175
ITM-1002739,2520-01-528-3166,Torque converter (JLTV),2520,19,10,0,A,BIC-WHSE-1,"Sgt Carrillo, R.",2026-04-24,3,2900
ITM-1002740,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",2520,23,13,0,B,WHSE-B1-ALB,"Sgt Pham, D.",2026-03-25,33,3450
ITM-1002741,2920-01-446-5219,Alternator 200A 28V (MTVR),2920,103,54,0,A,BIC-CAGE-A,"Cpl Iwamoto, K.",2026-04-02,25,410
ITM-1002742,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2920,63,38,0,C,WHSE-B2-BAR,"Sgt Pham, D.",2026-02-11,75,605
ITM-1002743,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2940,57,31,0,C,WHSE-A1-BAR,"Cpl Henderson, B.",2026-03-16,42,24
ITM-1002744,2940-01-413-1984,Engine air filter element (HMMWV),2940,51,49,0,F,WHSE-B1-ALB,"MSgt Quinones, V.",2026-04-01,26,58
ITM-1002745,2930-01-477-0631,Fuel filter / water separator (MTVR),2930,125,62,0,C,BIC-CAGE-A,"Cpl Iwamoto, K.",2026-02-25,61,47
ITM-1002746,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),4720,83,42,0,A,WHSE-A1-BAR,"MSgt Quinones, V.",2026-03-27,31,95
ITM-1002747,4720-01-329-4512,Coolant hose (MTVR engine),4720,107,53,0,F,BIC-WHSE-2,"Sgt Carrillo, R.",2026-04-23,4,38
ITM-1002748,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,13,14,1,H,BIC-WHSE-1,"SSgt Reyes, J.",2026-04-17,10,28500
ITM-1002749,2935-01-510-9923,"Fuel control, MV-22 engine",2935,7,9,2,F,VBAY-01-BAR,"SSgt Reyes, J.",2026-03-22,36,12400
ITM-1002750,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,17,12,0,A,VBAY-01-BAR,"Cpl Henderson, B.",2026-04-02,25,240
ITM-1002751,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,99,49,0,A,WHSE-A2-ALB,"Cpl Diallo, S.",2026-02-19,67,2
ITM-1002752,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,60,47,0,A,WHSE-B1-ALB,"Sgt Pham, D.",2026-03-05,53,3
ITM-1002753,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),6140,102,51,0,A,WHSE-A1-ALB,"MSgt Quinones, V.",2026-04-25,2,138
ITM-1002754,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",5995,81,60,0,A,WHSE-A1-ALB,"Cpl Henderson, B.",2026-02-21,65,84
ITM-1002755,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2610,40,30,0,F,WHSE-B1-ALB,"MSgt Quinones, V.",2026-03-18,40,690
ITM-1002756,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2610,31,40,9,C,BIC-WHSE-2,"SSgt Whitfield, T.",2026-03-08,50,540
ITM-1002757,2540-01-565-2210,Ballistic glass window panel (JLTV),2540,9,8,0,C,WHSE-A2-ALB,"Sgt Alvarado, M.",2026-02-22,64,2400
ITM-1002758,1240-01-602-7715,"Optical sight assembly, M1A1",1240,12,13,1,A,WHSE-B2-BAR,"Cpl Henderson, B.",2026-03-12,46,18500
ITM-1002759,2895-01-462-3318,Winch cable assembly 200ft (M88A2),2895,51,41,0,A,BIC-CAGE-A,"SSgt Reyes, J.",2026-03-21,37,410
ITM-1002760,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),2815,82,41,0,C,WHSE-A1-ALB,"MSgt Quinones, V.",2026-03-19,39,220
ITM-1002761,5965-01-411-7783,Intercom headset H-250/U,5965,66,33,0,H,BIC-WHSE-1,"Cpl Boudreau, A.",2026-03-04,54,165
ITM-1002762,6135-01-301-8776,BA-5590 lithium primary battery (radio),6135,53,26,0,A,BIC-CAGE-A,"SSgt Whitfield, T.",2026-03-04,54,26
ITM-1002763,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),2810,21,10,0,A,WHSE-C1-ALB,"SSgt Reyes, J.",2026-04-18,9,47800
ITM-1002764,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",3040,15,8,0,C,WHSE-B1-ALB,"MSgt Quinones, V.",2026-03-22,36,8900
ITM-1002765,5340-01-122-4419,"Bracket, armor liner",5340,65,32,0,A,WHSE-A2-ALB,"Sgt Carrillo, R.",2026-04-23,4,95
ITM-1002766,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1730,12,6,0,B,WHSE-A2-ALB,"SSgt Reyes, J.",2026-03-05,53,1180
ITM-1002767,2540-01-572-3041,"Seat, armored crew (driver)",2540,51,46,0,H,WHSE-C1-ALB,"Sgt Carrillo, R.",2026-03-09,49,2240
ITM-1002768,6130-01-651-1182,"Power distribution unit, vehicle",6130,0,49,49,A,WHSE-A1-ALB,"SSgt Whitfield, T.",2026-04-25,2,1410
ITM-1002769,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",3110,60,48,0,A,VBAY-01-BAR,"SSgt Whitfield, T.",2026-02-15,71,387
ITM-1002770,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",3110,50,43,0,B,VBAY-01-BAR,"Sgt Carrillo, R.",2026-04-10,17,512
ITM-1002771,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",3110,10,11,1,B,VBAY-01-BAR,"Sgt Alvarado, M.",2026-03-23,35,622
ITM-1002772,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",3110,8,7,0,A,WHSE-A1-ALB,"Cpl Boudreau, A.",2026-04-18,9,745
ITM-1002773,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",3110,9,4,0,A,WHSE-A2-ALB,"Cpl Iwamoto, K.",2026-03-08,50,4280
ITM-1002774,2530-01-621-3107,Brake rotor (MTVR),2530,32,49,17,A,BIC-WHSE-2,"Cpl Iwamoto, K.",2026-02-25,61,215
ITM-1002775,2530-01-487-5511,Hydraulic brake caliper (JLTV),2530,97,48,0,A,WHSE-C1-ALB,"Cpl Diallo, S.",2026-03-29,29,320
ITM-1002776,2530-01-356-7711,Power steering pump (MTVR),2530,37,38,1,A,WHSE-A1-BAR,"Cpl Diallo, S.",2026-03-18,40,1180
ITM-1002777,2520-01-365-7104,Drive shaft U-joint (MTVR),2520,96,48,0,H,BIC-WHSE-2,"Cpl Henderson, B.",2026-03-17,41,175
ITM-1002778,2520-01-528-3166,Torque converter (JLTV),2520,11,8,0,H,WHSE-C1-ALB,"MSgt Quinones, V.",2026-04-17,10,2900
ITM-1002779,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",2520,13,10,0,H,WHSE-A2-ALB,"SSgt Reyes, J.",2026-02-13,73,3450
ITM-1002780,2920-01-446-5219,Alternator 200A 28V (MTVR),2920,112,56,0,A,WHSE-B1-ALB,"Cpl Boudreau, A.",2026-02-12,74,410
ITM-1002781,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2920,79,42,0,A,WHSE-A1-BAR,"Sgt Pham, D.",2026-02-17,69,605
ITM-1002782,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2940,85,42,0,A,BIC-WHSE-1,"SSgt Whitfield, T.",2026-04-21,6,24
ITM-1002783,2940-01-413-1984,Engine air filter element (HMMWV),2940,46,43,0,B,WHSE-A1-ALB,"Cpl Henderson, B.",2026-03-10,48,58
ITM-1002784,2930-01-477-0631,Fuel filter / water separator (MTVR),2930,57,34,0,A,VBAY-01-BAR,"MSgt Quinones, V.",2026-04-02,25,47
ITM-1002785,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),4720,64,46,0,A,WHSE-A1-BAR,"SSgt Reyes, J.",2026-04-11,16,95
ITM-1002786,4720-01-329-4512,Coolant hose (MTVR engine),4720,91,45,0,F,WHSE-B1-ALB,"MSgt Quinones, V.",2026-02-16,70,38
ITM-1002787,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,5,10,5,B,BIC-WHSE-1,"Sgt Carrillo, R.",2026-02-21,65,28500
ITM-1002788,2935-01-510-9923,"Fuel control, MV-22 engine",2935,12,7,0,B,VBAY-01-BAR,"Cpl Iwamoto, K.",2026-03-09,49,12400
ITM-1002789,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,10,13,3,C,BIC-WHSE-2,"Cpl Iwamoto, K.",2026-02-25,61,240
ITM-1002790,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,68,38,0,F,WHSE-A1-ALB,"Cpl Iwamoto, K.",2026-02-25,61,2
ITM-1002791,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,86,43,0,A,WHSE-B1-ALB,"SSgt Reyes, J.",2026-02-15,71,3
ITM-1002792,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),6140,88,47,0,F,BIC-WHSE-1,"Sgt Carrillo, R.",2026-04-10,17,138
ITM-1002793,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",5995,93,46,0,H,BIC-WHSE-2,"Cpl Henderson, B.",2026-04-09,18,84
ITM-1002794,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2610,3,42,39,H,BIC-CAGE-A,"Cpl Iwamoto, K.",2026-04-10,17,690
ITM-1002795,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2610,48,33,0,A,BIC-CAGE-A,"Cpl Diallo, S.",2026-02-06,80,540
ITM-1002796,2540-01-565-2210,Ballistic glass window panel (JLTV),2540,10,11,1,A,WHSE-A2-ALB,"SSgt Whitfield, T.",2026-04-10,17,2400
ITM-1002797,1240-01-602-7715,"Optical sight assembly, M1A1",1240,3,8,5,A,WHSE-A1-BAR,"MSgt Quinones, V.",2026-02-15,71,18500
ITM-1002798,2895-01-462-3318,Winch cable assembly 200ft (M88A2),2895,37,44,7,H,WHSE-B1-ALB,"MSgt Quinones, V.",2026-03-31,27,410
ITM-1002799,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),2815,43,56,13,C,VBAY-01-BAR,"Sgt Pham, D.",2026-04-14,13,220
ITM-1002800,5965-01-411-7783,Intercom headset H-250/U,5965,3,29,26,F,WHSE-B2-BAR,"Sgt Carrillo, R.",2026-03-09,49,165
ITM-1002801,6135-01-301-8776,BA-5590 lithium primary battery (radio),6135,76,63,0,H,WHSE-B2-BAR,"SSgt Whitfield, T.",2026-03-22,36,26
ITM-1002802,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),2810,23,14,0,H,WHSE-A2-ALB,"SSgt Reyes, J.",2026-02-12,74,47800
ITM-1002803,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",3040,16,8,0,A,WHSE-A1-ALB,"Sgt Pham, D.",2026-02-25,61,8900
ITM-1002804,5340-01-122-4419,"Bracket, armor liner",5340,46,40,0,A,WHSE-A2-ALB,"SSgt Whitfield, T.",2026-04-25,2,95
ITM-1002805,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1730,19,9,0,A,WHSE-C1-ALB,"Sgt Pham, D.",2026-04-03,24,1180
ITM-1002806,2540-01-572-3041,"Seat, armored crew (driver)",2540,49,25,0,A,BIC-WHSE-2,"SSgt Reyes, J.",2026-03-21,37,2240
ITM-1002807,6130-01-651-1182,"Power distribution unit, vehicle",6130,90,45,0,H,BIC-WHSE-1,"Sgt Carrillo, R.",2026-02-14,72,1410
ITM-1002808,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",3110,38,26,0,A,BIC-CAGE-A,"MSgt Quinones, V.",2026-04-08,19,387
ITM-1002809,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",3110,78,54,0,A,VBAY-01-BAR,"GySgt Underwood, R.",2026-04-01,26,512
ITM-1002810,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",3110,15,7,0,B,WHSE-C1-ALB,"Cpl Henderson, B.",2026-04-16,11,622
ITM-1002811,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",3110,17,8,0,C,BIC-WHSE-1,"Cpl Iwamoto, K.",2026-02-06,80,745
ITM-1002812,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",3110,21,10,0,A,WHSE-A1-BAR,"Cpl Henderson, B.",2026-02-12,74,4280
ITM-1002813,2530-01-621-3107,Brake rotor (MTVR),2530,27,45,18,B,BIC-WHSE-2,"SSgt Reyes, J.",2026-04-17,10,215
ITM-1002814,2530-01-487-5511,Hydraulic brake caliper (JLTV),2530,58,60,2,A,VBAY-01-BAR,"Cpl Diallo, S.",2026-03-06,52,320
ITM-1002815,2530-01-356-7711,Power steering pump (MTVR),2530,42,48,6,B,WHSE-B1-ALB,"Sgt Alvarado, M.",2026-02-24,62,1180
ITM-1002816,2520-01-365-7104,Drive shaft U-joint (MTVR),2520,53,33,0,F,WHSE-B2-BAR,"GySgt Underwood, R.",2026-03-21,37,175
ITM-1002817,2520-01-528-3166,Torque converter (JLTV),2520,14,10,0,A,WHSE-B1-ALB,"MSgt Quinones, V.",2026-03-12,46,2900
ITM-1002818,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",2520,13,6,0,F,WHSE-B1-ALB,"MSgt Quinones, V.",2026-03-10,48,3450
ITM-1002819,2920-01-446-5219,Alternator 200A 28V (MTVR),2920,14,25,11,A,BIC-WHSE-1,"Sgt Carrillo, R.",2026-02-14,72,410
ITM-1002820,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2920,83,41,0,C,VBAY-01-BAR,"SSgt Reyes, J.",2026-03-21,37,605
ITM-1002821,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2940,57,43,0,A,WHSE-C1-ALB,"SSgt Reyes, J.",2026-02-08,78,24
ITM-1002822,2940-01-413-1984,Engine air filter element (HMMWV),2940,54,49,0,B,WHSE-B2-BAR,"Cpl Diallo, S.",2026-03-17,41,58
ITM-1002823,2930-01-477-0631,Fuel filter / water separator (MTVR),2930,50,56,6,H,VBAY-01-BAR,"GySgt Underwood, R.",2026-02-06,80,47
ITM-1002824,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),4720,61,46,0,B,BIC-WHSE-2,"Sgt Pham, D.",2026-04-20,7,95
ITM-1002825,4720-01-329-4512,Coolant hose (MTVR engine),4720,33,41,8,A,WHSE-A1-ALB,"Cpl Henderson, B.",2026-04-03,24,38
ITM-1002826,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,27,13,0,H,WHSE-A1-BAR,"Cpl Henderson, B.",2026-03-15,43,28500
ITM-1002827,2935-01-510-9923,"Fuel control, MV-22 engine",2935,16,8,0,B,WHSE-B2-BAR,"Cpl Henderson, B.",2026-02-06,80,12400
ITM-1002828,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,17,10,0,A,BIC-WHSE-1,"Cpl Henderson, B.",2026-03-18,40,240
ITM-1002829,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,36,55,19,A,VBAY-01-BAR,"Sgt Pham, D.",2026-02-14,72,2
ITM-1002830,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,18,29,11,B,WHSE-A1-BAR,"SSgt Whitfield, T.",2026-03-18,40,3
ITM-1002831,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),6140,79,39,0,B,WHSE-A1-BAR,"Cpl Diallo, S.",2026-02-24,62,138
ITM-1002832,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",5995,77,38,0,B,WHSE-A2-ALB,"MSgt Quinones, V.",2026-03-01,57,84
ITM-1002833,2610-01-561-7748,Radial tire 395/85R20 (MTVR),2610,105,52,0,B,BIC-WHSE-2,"Sgt Carrillo, R.",2026-03-23,35,690
ITM-1002834,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2610,49,38,0,C,WHSE-A2-ALB,"Sgt Alvarado, M.",2026-04-05,22,540
ITM-1002835,2540-01-565-2210,Ballistic glass window panel (JLTV),2540,19,12,0,A,WHSE-C1-ALB,"MSgt Quinones, V.",2026-02-11,75,2400
ITM-1002836,1240-01-602-7715,"Optical sight assembly, M1A1",1240,22,12,0,C,BIC-CAGE-A,"Cpl Boudreau, A.",2026-04-25,2,18500
ITM-1002837,2895-01-462-3318,Winch cable assembly 200ft (M88A2),2895,70,35,0,A,WHSE-A2-ALB,"Cpl Diallo, S.",2026-04-21,6,410
ITM-1002838,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),2815,42,45,3,A,BIC-WHSE-2,"GySgt Underwood, R.",2026-03-30,28,220
ITM-1002839,5965-01-411-7783,Intercom headset H-250/U,5965,11,38,27,A,WHSE-C1-ALB,"Sgt Alvarado, M.",2026-02-13,73,165
ITM-1002840,6135-01-301-8776,BA-5590 lithium primary battery (radio),6135,13,42,29,A,WHSE-B2-BAR,"Cpl Diallo, S.",2026-03-08,50,26
ITM-1002841,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),2810,18,11,0,A,WHSE-A2-ALB,"Cpl Boudreau, A.",2026-03-01,57,47800
ITM-1002842,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",3040,19,9,0,B,WHSE-B1-ALB,"Sgt Alvarado, M.",2026-04-20,7,8900
ITM-1002843,5340-01-122-4419,"Bracket, armor liner",5340,82,41,0,H,WHSE-B1-ALB,"Sgt Alvarado, M.",2026-03-26,32,95
ITM-1002844,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1730,14,7,0,A,BIC-WHSE-1,"SSgt Reyes, J.",2026-04-14,13,1180
ITM-1002845,2540-01-572-3041,"Seat, armored crew (driver)",2540,79,39,0,A,WHSE-A1-ALB,"Cpl Henderson, B.",2026-02-14,72,2240
ITM-1002846,6130-01-651-1182,"Power distribution unit, vehicle",6130,74,37,0,H,WHSE-A2-ALB,"Cpl Iwamoto, K.",2026-04-14,13,1410
ITM-1002847,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",3110,118,59,0,B,BIC-WHSE-2,"MSgt Quinones, V.",2026-03-28,30,387
ITM-1002848,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",3110,76,38,0,C,BIC-WHSE-2,"GySgt Underwood, R.",2026-03-08,50,512
ITM-1002849,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",3110,6,14,8,A,BIC-WHSE-1,"Sgt Alvarado, M.",2026-02-19,67,622
ITM-1002850,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",3110,14,11,0,H,BIC-WHSE-1,"Cpl Henderson, B.",2026-03-07,51,745
ITM-1002851,3110-01-617-8013,"Bearing, Prop Rotor Hub (MV-22)",3110,15,8,0,B,WHSE-C1-ALB,"Sgt Pham, D.",2026-02-25,61,4280
ITM-1002852,2530-01-621-3107,Brake rotor (MTVR),2530,65,55,0,A,BIC-WHSE-1,"Sgt Alvarado, M.",2026-02-12,74,215
ITM-1002853,2530-01-487-5511,Hydraulic brake caliper (JLTV),2530,60,57,0,F,WHSE-A2-ALB,"Cpl Diallo, S.",2026-02-17,69,320
ITM-1002854,2530-01-356-7711,Power steering pump (MTVR),2530,42,58,16,F,WHSE-A1-ALB,"Sgt Carrillo, R.",2026-02-28,58,1180
ITM-1002855,2520-01-365-7104,Drive shaft U-joint (MTVR),2520,42,38,0,H,WHSE-A2-ALB,"Sgt Carrillo, R.",2026-02-20,66,175
ITM-1002856,2520-01-528-3166,Torque converter (JLTV),2520,6,8,2,A,WHSE-A2-ALB,"Cpl Iwamoto, K.",2026-04-07,20,2900
ITM-1002857,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",2520,15,7,0,F,BIC-WHSE-1,"Sgt Carrillo, R.",2026-04-13,14,3450
ITM-1002858,2920-01-446-5219,Alternator 200A 28V (MTVR),2920,29,48,19,A,BIC-CAGE-A,"Sgt Carrillo, R.",2026-02-12,74,410
ITM-1002859,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),2920,77,55,0,A,BIC-WHSE-1,"Sgt Pham, D.",2026-03-09,49,605
ITM-1002860,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2940,31,55,24,A,WHSE-C1-ALB,"MSgt Quinones, V.",2026-03-10,48,24
ITM-1002861,2940-01-413-1984,Engine air filter element (HMMWV),2940,60,51,0,A,WHSE-C1-ALB,"Cpl Diallo, S.",2026-03-07,51,58
ITM-1002862,2930-01-477-0631,Fuel filter / water separator (MTVR),2930,54,41,0,F,WHSE-A1-ALB,"GySgt Underwood, R.",2026-03-15,43,47
ITM-1002863,4720-01-471-9951,High-pressure hydraulic hose 1/2 in. (M88A2),4720,51,45,0,F,WHSE-C1-ALB,"Cpl Iwamoto, K.",2026-02-21,65,95
ITM-1002864,4720-01-329-4512,Coolant hose (MTVR engine),4720,30,44,14,H,WHSE-C1-ALB,"MSgt Quinones, V.",2026-02-20,66,38
ITM-1002865,1680-01-651-2244,"Prop rotor blade, MV-22 (composite)",1680,15,10,0,A,WHSE-A2-ALB,"Sgt Pham, D.",2026-03-01,57,28500
ITM-1002866,2935-01-510-9923,"Fuel control, MV-22 engine",2935,23,11,0,A,WHSE-A2-ALB,"SSgt Whitfield, T.",2026-03-06,52,12400
ITM-1002867,4730-01-441-2298,"Hydraulic seal kit, lift assy",4730,6,7,1,A,WHSE-B2-BAR,"Sgt Pham, D.",2026-02-13,73,240
ITM-1002868,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",5305,50,26,0,B,WHSE-B1-ALB,"Cpl Diallo, S.",2026-03-12,46,2
ITM-1002869,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5306,74,53,0,A,WHSE-A1-ALB,"Cpl Henderson, B.",2026-04-03,24,3
