date,work_order_id,platform,vehicle_id,pmcs_code,nsn,part_name,qty_consumed,subsystem
2026-02-19,WO-260219-00423,HMMWV,HMMWV-0350,AN,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),1,engine
2026-02-20,WO-260220-00424,MTVR,MTVR-0267,B,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-02-20,WO-260220-00425,MTVR,MTVR-0182,D,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-02-20,WO-260220-00426,MTVR,MTVR-0193,A,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-02-20,WO-260220-00427,MTVR,MTVR-0196,W,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",1,transmission
2026-02-20,WO-260220-00428,MTVR,MTVR-0182,M,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-02-20,WO-260220-00429,MTVR,MTVR-0125,Q,2940-01-389-2196,Primary fuel/oil filter element (MTVR),5,engine
2026-02-20,WO-260220-00430,MTVR,MTVR-0261,S,2930-01-477-0631,Fuel filter / water separator (MTVR),4,engine
2026-02-20,WO-260220-00431,MTVR,MTVR-0226,AN,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-02-20,WO-260220-00432,MTVR,MTVR-0280,B,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",12,fasteners
2026-02-20,WO-260220-00433,MTVR,MTVR-0005,D,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),2,electrical
2026-02-20,WO-260220-00434,MTVR,MTVR-0200,A,6130-01-651-1182,"Power distribution unit, vehicle",1,electrical
2026-02-20,WO-260220-00435,JLTV,JLTV-0364,W,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",2,wheels
2026-02-20,WO-260220-00436,JLTV,JLTV-0090,M,2530-01-487-5511,Hydraulic brake caliper (JLTV),2,brakes
2026-02-20,WO-260220-00437,JLTV,JLTV-0217,Q,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),9,fasteners
2026-02-20,WO-260220-00438,JLTV,JLTV-0184,S,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-02-20,WO-260220-00439,JLTV,JLTV-0135,AN,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-02-20,WO-260220-00440,JLTV,JLTV-0179,B,6135-01-301-8776,BA-5590 lithium primary battery (radio),8,comms
2026-02-20,WO-260220-00441,AAV-7A1,AAV-7A1-0050,D,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",1,tracks
2026-02-20,WO-260220-00442,AAV-7A1,AAV-7A1-0013,A,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1,hydraulics
2026-02-20,WO-260220-00443,M88A2,M88A2-0011,W,2895-01-462-3318,Winch cable assembly 200ft (M88A2),1,winch
2026-02-20,WO-260220-00444,HMMWV,HMMWV-0125,M,2940-01-413-1984,Engine air filter element (HMMWV),6,engine
2026-02-21,WO-260221-00445,MTVR,MTVR-0254,Q,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-02-21,WO-260221-00446,MTVR,MTVR-0310,S,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-02-21,WO-260221-00447,MTVR,MTVR-0227,AN,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",1,transmission
2026-02-21,WO-260221-00448,MTVR,MTVR-0300,B,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-02-21,WO-260221-00449,MTVR,MTVR-0197,D,2940-01-389-2196,Primary fuel/oil filter element (MTVR),3,engine
2026-02-21,WO-260221-00450,MTVR,MTVR-0158,A,2930-01-477-0631,Fuel filter / water separator (MTVR),2,engine
2026-02-21,WO-260221-00451,MTVR,MTVR-0303,W,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",10,fasteners
2026-02-21,WO-260221-00452,MTVR,MTVR-0087,M,2610-01-561-7748,Radial tire 395/85R20 (MTVR),3,tires
2026-02-21,WO-260221-00453,MTVR,MTVR-0279,Q,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),1,engine
2026-02-21,WO-260221-00454,LAV,LAV-0078,S,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",1,comms
2026-02-21,WO-260221-00455,LAV,LAV-0070,AN,2540-01-572-3041,"Seat, armored crew (driver)",1,interior
2026-02-21,WO-260221-00456,JLTV,JLTV-0248,B,2530-01-487-5511,Hydraulic brake caliper (JLTV),1,brakes
2026-02-21,WO-260221-00457,JLTV,JLTV-0249,D,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5,fasteners
2026-02-21,WO-260221-00458,JLTV,JLTV-0105,A,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2,tires
2026-02-21,WO-260221-00459,JLTV,JLTV-0047,W,6135-01-301-8776,BA-5590 lithium primary battery (radio),7,comms
2026-02-21,WO-260221-00460,HMMWV,HMMWV-0277,M,2940-01-413-1984,Engine air filter element (HMMWV),3,engine
2026-02-22,WO-260222-00461,MTVR,MTVR-0277,Q,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-02-22,WO-260222-00462,MTVR,MTVR-0233,S,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-02-22,WO-260222-00463,MTVR,MTVR-0082,AN,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-02-22,WO-260222-00464,MTVR,MTVR-0252,B,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",1,transmission
2026-02-22,WO-260222-00465,MTVR,MTVR-0220,D,2930-01-477-0631,Fuel filter / water separator (MTVR),1,engine
2026-02-22,WO-260222-00466,MTVR,MTVR-0193,A,4720-01-329-4512,Coolant hose (MTVR engine),3,engine
2026-02-22,WO-260222-00467,MTVR,MTVR-0104,W,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",6,fasteners
2026-02-22,WO-260222-00468,LAV,LAV-0064,M,2540-01-572-3041,"Seat, armored crew (driver)",1,interior
2026-02-22,WO-260222-00469,JLTV,JLTV-0004,Q,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),3,fasteners
2026-02-22,WO-260222-00470,JLTV,JLTV-0102,S,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-02-22,WO-260222-00471,JLTV,JLTV-0207,AN,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-02-22,WO-260222-00472,JLTV,JLTV-0056,B,6135-01-301-8776,BA-5590 lithium primary battery (radio),5,comms
2026-02-23,WO-260223-00473,MTVR,MTVR-0134,D,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",2,wheels
2026-02-23,WO-260223-00474,MTVR,MTVR-0028,A,2530-01-356-7711,Power steering pump (MTVR),1,steering
2026-02-23,WO-260223-00475,MTVR,MTVR-0100,W,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",1,transmission
2026-02-23,WO-260223-00476,MTVR,MTVR-0120,M,2920-01-446-5219,Alternator 200A 28V (MTVR),2,electrical
2026-02-23,WO-260223-00477,MTVR,MTVR-0299,Q,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-02-23,WO-260223-00478,MTVR,MTVR-0121,S,2940-01-389-2196,Primary fuel/oil filter element (MTVR),3,engine
2026-02-23,WO-260223-00479,MTVR,MTVR-0307,AN,2930-01-477-0631,Fuel filter / water separator (MTVR),4,engine
2026-02-23,WO-260223-00480,MTVR,MTVR-0246,B,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-02-23,WO-260223-00481,MTVR,MTVR-0126,D,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",10,fasteners
2026-02-23,WO-260223-00482,MTVR,MTVR-0187,A,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-02-23,WO-260223-00483,MTVR,MTVR-0273,W,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-02-23,WO-260223-00484,MTVR,MTVR-0179,M,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),1,engine
2026-02-23,WO-260223-00485,LAV,LAV-0067,Q,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",1,wheels
2026-02-23,WO-260223-00486,LAV,LAV-0011,S,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",1,comms
2026-02-23,WO-260223-00487,LAV,LAV-0026,AN,5340-01-122-4419,"Bracket, armor liner",1,armor
2026-02-23,WO-260223-00488,JLTV,JLTV-0262,B,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-02-23,WO-260223-00489,JLTV,JLTV-0135,D,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),15,fasteners
2026-02-23,WO-260223-00490,JLTV,JLTV-0029,A,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-02-23,WO-260223-00491,JLTV,JLTV-0013,W,6135-01-301-8776,BA-5590 lithium primary battery (radio),4,comms
2026-02-23,WO-260223-00492,AAV-7A1,AAV-7A1-0056,M,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1,hydraulics
2026-02-23,WO-260223-00493,HMMWV,HMMWV-0243,Q,2940-01-413-1984,Engine air filter element (HMMWV),5,engine
2026-02-23,WO-260223-00494,HMMWV,HMMWV-0028,S,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),1,engine
2026-02-24,WO-260224-00495,MTVR,MTVR-0027,AN,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-02-24,WO-260224-00496,MTVR,MTVR-0081,B,2530-01-356-7711,Power steering pump (MTVR),1,steering
2026-02-24,WO-260224-00497,MTVR,MTVR-0190,D,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-02-24,WO-260224-00498,MTVR,MTVR-0191,A,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-02-24,WO-260224-00499,MTVR,MTVR-0062,W,2940-01-389-2196,Primary fuel/oil filter element (MTVR),2,engine
2026-02-24,WO-260224-00500,MTVR,MTVR-0140,M,2930-01-477-0631,Fuel filter / water separator (MTVR),2,engine
2026-02-24,WO-260224-00501,MTVR,MTVR-0279,Q,4720-01-329-4512,Coolant hose (MTVR engine),2,engine
2026-02-24,WO-260224-00502,MTVR,MTVR-0270,S,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",11,fasteners
2026-02-24,WO-260224-00503,MTVR,MTVR-0114,AN,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-02-24,WO-260224-00504,LAV,LAV-0035,B,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",1,wheels
2026-02-24,WO-260224-00505,JLTV,JLTV-0052,D,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",2,wheels
2026-02-24,WO-260224-00506,JLTV,JLTV-0313,A,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),7,fasteners
2026-02-24,WO-260224-00507,JLTV,JLTV-0140,W,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-02-24,WO-260224-00508,JLTV,JLTV-0055,M,6135-01-301-8776,BA-5590 lithium primary battery (radio),5,comms
2026-02-24,WO-260224-00509,AAV-7A1,AAV-7A1-0056,Q,3110-01-413-2691,"Bearing, Final Drive Pinion (AAV-7A1)",1,tracks
2026-02-24,WO-260224-00510,AAV-7A1,AAV-7A1-0054,S,4730-01-441-2298,"Hydraulic seal kit, lift assy",1,hydraulics
2026-02-24,WO-260224-00511,AAV-7A1,AAV-7A1-0007,AN,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",1,tracks
2026-02-24,WO-260224-00512,HMMWV,HMMWV-0056,B,2940-01-413-1984,Engine air filter element (HMMWV),3,engine
2026-02-24,WO-260224-00513,HMMWV,HMMWV-0332,D,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),1,engine
2026-02-25,WO-260225-00514,MTVR,MTVR-0285,A,2520-01-365-7104,Drive shaft U-joint (MTVR),2,transmission
2026-02-25,WO-260225-00515,MTVR,MTVR-0055,W,2940-01-389-2196,Primary fuel/oil filter element (MTVR),5,engine
2026-02-25,WO-260225-00516,MTVR,MTVR-0041,M,2930-01-477-0631,Fuel filter / water separator (MTVR),2,engine
2026-02-25,WO-260225-00517,MTVR,MTVR-0245,Q,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",4,fasteners
2026-02-25,WO-260225-00518,MTVR,MTVR-0257,S,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-02-25,WO-260225-00519,LAV,LAV-0082,AN,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",1,comms
2026-02-25,WO-260225-00520,LAV,LAV-0001,B,5965-01-411-7783,Intercom headset H-250/U,1,comms
2026-02-25,WO-260225-00521,JLTV,JLTV-0123,D,2530-01-487-5511,Hydraulic brake caliper (JLTV),2,brakes
2026-02-25,WO-260225-00522,JLTV,JLTV-0129,A,2520-01-528-3166,Torque converter (JLTV),1,transmission
2026-02-25,WO-260225-00523,JLTV,JLTV-0069,W,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),3,fasteners
2026-02-25,WO-260225-00524,JLTV,JLTV-0208,M,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2,tires
2026-02-25,WO-260225-00525,JLTV,JLTV-0091,Q,6135-01-301-8776,BA-5590 lithium primary battery (radio),6,comms
2026-02-25,WO-260225-00526,M88A2,M88A2-0001,S,2895-01-462-3318,Winch cable assembly 200ft (M88A2),1,winch
2026-02-25,WO-260225-00527,HMMWV,HMMWV-0009,AN,2940-01-413-1984,Engine air filter element (HMMWV),4,engine
2026-02-25,WO-260225-00528,HMMWV,HMMWV-0035,B,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),1,engine
2026-02-26,WO-260226-00529,MTVR,MTVR-0197,D,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-02-26,WO-260226-00530,MTVR,MTVR-0270,A,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-02-26,WO-260226-00531,MTVR,MTVR-0255,W,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-02-26,WO-260226-00532,MTVR,MTVR-0172,M,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-02-26,WO-260226-00533,MTVR,MTVR-0307,Q,2940-01-389-2196,Primary fuel/oil filter element (MTVR),6,engine
2026-02-26,WO-260226-00534,MTVR,MTVR-0140,S,2930-01-477-0631,Fuel filter / water separator (MTVR),1,engine
2026-02-26,WO-260226-00535,MTVR,MTVR-0118,AN,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-02-26,WO-260226-00536,MTVR,MTVR-0259,B,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",6,fasteners
2026-02-26,WO-260226-00537,MTVR,MTVR-0139,D,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-02-26,WO-260226-00538,MTVR,MTVR-0206,A,6130-01-651-1182,"Power distribution unit, vehicle",1,electrical
2026-02-26,WO-260226-00539,JLTV,JLTV-0131,W,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-02-26,WO-260226-00540,JLTV,JLTV-0039,M,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),6,fasteners
2026-02-26,WO-260226-00541,JLTV,JLTV-0049,Q,6135-01-301-8776,BA-5590 lithium primary battery (radio),6,comms
2026-02-26,WO-260226-00542,AAV-7A1,AAV-7A1-0004,S,4730-01-441-2298,"Hydraulic seal kit, lift assy",1,hydraulics
2026-02-26,WO-260226-00543,HMMWV,HMMWV-0006,AN,2940-01-413-1984,Engine air filter element (HMMWV),2,engine
2026-02-26,WO-260226-00544,M1A1,M1A1-0005,B,1240-01-602-7715,"Optical sight assembly, M1A1",1,weapons
2026-02-27,WO-260227-00545,MTVR,MTVR-0272,D,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-02-27,WO-260227-00546,MTVR,MTVR-0180,A,2920-01-446-5219,Alternator 200A 28V (MTVR),2,electrical
2026-02-27,WO-260227-00547,MTVR,MTVR-0136,W,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-02-27,WO-260227-00548,MTVR,MTVR-0051,M,2940-01-389-2196,Primary fuel/oil filter element (MTVR),5,engine
2026-02-27,WO-260227-00549,MTVR,MTVR-0179,Q,4720-01-329-4512,Coolant hose (MTVR engine),2,engine
2026-02-27,WO-260227-00550,MTVR,MTVR-0203,S,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",4,fasteners
2026-02-27,WO-260227-00551,MTVR,MTVR-0061,AN,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),2,electrical
2026-02-27,WO-260227-00552,MTVR,MTVR-0154,B,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-02-27,WO-260227-00553,LAV,LAV-0090,D,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",1,comms
2026-02-27,WO-260227-00554,JLTV,JLTV-0334,A,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),10,fasteners
2026-02-27,WO-260227-00555,JLTV,JLTV-0193,W,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-02-27,WO-260227-00556,JLTV,JLTV-0177,M,6135-01-301-8776,BA-5590 lithium primary battery (radio),8,comms
2026-02-27,WO-260227-00557,AAV-7A1,AAV-7A1-0004,Q,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",1,tracks
2026-02-27,WO-260227-00558,HMMWV,HMMWV-0158,S,2940-01-413-1984,Engine air filter element (HMMWV),4,engine
2026-02-27,WO-260227-00559,HMMWV,HMMWV-0189,AN,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),1,engine
2026-02-28,WO-260228-00560,MTVR,MTVR-0053,B,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-02-28,WO-260228-00561,MTVR,MTVR-0154,D,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-02-28,WO-260228-00562,MTVR,MTVR-0030,A,2940-01-389-2196,Primary fuel/oil filter element (MTVR),4,engine
2026-02-28,WO-260228-00563,MTVR,MTVR-0277,W,2930-01-477-0631,Fuel filter / water separator (MTVR),1,engine
2026-02-28,WO-260228-00564,MTVR,MTVR-0251,M,4720-01-329-4512,Coolant hose (MTVR engine),2,engine
2026-02-28,WO-260228-00565,MTVR,MTVR-0181,Q,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",8,fasteners
2026-02-28,WO-260228-00566,MTVR,MTVR-0164,S,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-02-28,WO-260228-00567,LAV,LAV-0069,AN,5995-01-538-7726,"RF coaxial cable assembly, vehicle SINCGARS",1,comms
2026-02-28,WO-260228-00568,LAV,LAV-0008,B,5965-01-411-7783,Intercom headset H-250/U,1,comms
2026-02-28,WO-260228-00569,JLTV,JLTV-0344,D,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),7,fasteners
2026-02-28,WO-260228-00570,JLTV,JLTV-0264,A,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),2,tires
2026-02-28,WO-260228-00571,JLTV,JLTV-0226,W,6135-01-301-8776,BA-5590 lithium primary battery (radio),1,comms
2026-02-28,WO-260228-00572,HMMWV,HMMWV-0209,M,2940-01-413-1984,Engine air filter element (HMMWV),3,engine
2026-03-01,WO-260301-00573,MTVR,MTVR-0204,Q,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-03-01,WO-260301-00574,MTVR,MTVR-0202,S,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-03-01,WO-260301-00575,MTVR,MTVR-0109,AN,2530-01-356-7711,Power steering pump (MTVR),1,steering
2026-03-01,WO-260301-00576,MTVR,MTVR-0047,B,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-03-01,WO-260301-00577,MTVR,MTVR-0085,D,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",1,transmission
2026-03-01,WO-260301-00578,MTVR,MTVR-0202,A,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-03-01,WO-260301-00579,MTVR,MTVR-0094,W,2940-01-389-2196,Primary fuel/oil filter element (MTVR),5,engine
2026-03-01,WO-260301-00580,MTVR,MTVR-0153,M,2930-01-477-0631,Fuel filter / water separator (MTVR),2,engine
2026-03-01,WO-260301-00581,MTVR,MTVR-0301,Q,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",3,fasteners
2026-03-01,WO-260301-00582,MTVR,MTVR-0078,S,2810-01-501-9928,Caterpillar C-12 engine assembly (MTVR rebuild),1,engine
2026-03-01,WO-260301-00583,LAV,LAV-0031,AN,3110-01-204-5587,"Bearing, Wheel Hub (LAV-25 Drive Train)",1,wheels
2026-03-01,WO-260301-00584,JLTV,JLTV-0192,B,2530-01-487-5511,Hydraulic brake caliper (JLTV),2,brakes
2026-03-01,WO-260301-00585,JLTV,JLTV-0360,D,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5,fasteners
2026-03-01,WO-260301-00586,JLTV,JLTV-0264,A,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-03-01,WO-260301-00587,JLTV,JLTV-0122,W,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-03-01,WO-260301-00588,JLTV,JLTV-0171,M,6135-01-301-8776,BA-5590 lithium primary battery (radio),4,comms
2026-03-01,WO-260301-00589,AAV-7A1,AAV-7A1-0058,Q,1730-01-498-7102,"Hydraulic actuator, ramp assy (AAV)",1,hydraulics
2026-03-01,WO-260301-00590,MV-22B,MV-22B-0007,S,2935-01-510-9923,"Fuel control, MV-22 engine",1,engine
2026-03-01,WO-260301-00591,M88A2,M88A2-0005,AN,2895-01-462-3318,Winch cable assembly 200ft (M88A2),1,winch
2026-03-01,WO-260301-00592,HMMWV,HMMWV-0027,B,2940-01-413-1984,Engine air filter element (HMMWV),3,engine
2026-03-02,WO-260302-00593,MTVR,MTVR-0308,D,2520-01-365-7104,Drive shaft U-joint (MTVR),1,transmission
2026-03-02,WO-260302-00594,MTVR,MTVR-0270,A,2920-01-446-5219,Alternator 200A 28V (MTVR),1,electrical
2026-03-02,WO-260302-00595,MTVR,MTVR-0145,W,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-03-02,WO-260302-00596,MTVR,MTVR-0063,M,2940-01-389-2196,Primary fuel/oil filter element (MTVR),3,engine
2026-03-02,WO-260302-00597,MTVR,MTVR-0013,Q,2930-01-477-0631,Fuel filter / water separator (MTVR),2,engine
2026-03-02,WO-260302-00598,MTVR,MTVR-0252,S,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",1,fasteners
2026-03-02,WO-260302-00599,MTVR,MTVR-0169,AN,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
2026-03-02,WO-260302-00600,MTVR,MTVR-0025,B,2610-01-561-7748,Radial tire 395/85R20 (MTVR),1,tires
2026-03-02,WO-260302-00601,LAV,LAV-0021,D,5340-01-122-4419,"Bracket, armor liner",1,armor
2026-03-02,WO-260302-00602,JLTV,JLTV-0328,A,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",1,wheels
2026-03-02,WO-260302-00603,JLTV,JLTV-0362,W,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),5,fasteners
2026-03-02,WO-260302-00604,JLTV,JLTV-0241,M,2540-01-565-2210,Ballistic glass window panel (JLTV),1,armor
2026-03-02,WO-260302-00605,JLTV,JLTV-0199,Q,6135-01-301-8776,BA-5590 lithium primary battery (radio),8,comms
2026-03-02,WO-260302-00606,HMMWV,HMMWV-0310,S,2940-01-413-1984,Engine air filter element (HMMWV),5,engine
2026-03-02,WO-260302-00607,HMMWV,HMMWV-0215,AN,2815-01-377-2184,Cylinder head gasket (HMMWV 6.5L),2,engine
2026-03-03,WO-260303-00608,MTVR,MTVR-0246,B,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",1,wheels
2026-03-03,WO-260303-00609,MTVR,MTVR-0094,D,2530-01-621-3107,Brake rotor (MTVR),1,brakes
2026-03-03,WO-260303-00610,MTVR,MTVR-0094,A,2520-01-562-9981,"Transfer case, ratio 1.85 (MTVR)",1,transmission
2026-03-03,WO-260303-00611,MTVR,MTVR-0211,W,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-03-03,WO-260303-00612,MTVR,MTVR-0050,M,2940-01-389-2196,Primary fuel/oil filter element (MTVR),6,engine
2026-03-03,WO-260303-00613,MTVR,MTVR-0315,Q,2930-01-477-0631,Fuel filter / water separator (MTVR),1,engine
2026-03-03,WO-260303-00614,MTVR,MTVR-0059,S,4720-01-329-4512,Coolant hose (MTVR engine),4,engine
2026-03-03,WO-260303-00615,MTVR,MTVR-0275,AN,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",6,fasteners
2026-03-03,WO-260303-00616,MTVR,MTVR-0118,B,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),3,electrical
2026-03-03,WO-260303-00617,MTVR,MTVR-0235,D,2610-01-561-7748,Radial tire 395/85R20 (MTVR),3,tires
2026-03-03,WO-260303-00618,MTVR,MTVR-0064,A,6130-01-651-1182,"Power distribution unit, vehicle",1,electrical
2026-03-03,WO-260303-00619,LAV,LAV-0018,W,5965-01-411-7783,Intercom headset H-250/U,1,comms
2026-03-03,WO-260303-00620,JLTV,JLTV-0172,M,3110-01-660-2271,"Bearing, Wheel Hub Front (JLTV)",2,wheels
2026-03-03,WO-260303-00621,JLTV,JLTV-0226,Q,5306-01-204-9033,Structural bolt 1/2-13 grade-8 (general),11,fasteners
2026-03-03,WO-260303-00622,JLTV,JLTV-0149,S,2610-01-647-5106,Run-flat radial tire 37x12.5R17 (JLTV),1,tires
2026-03-03,WO-260303-00623,JLTV,JLTV-0294,AN,6135-01-301-8776,BA-5590 lithium primary battery (radio),12,comms
2026-03-03,WO-260303-00624,AAV-7A1,AAV-7A1-0037,B,3040-01-489-1071,"Final drive housing, port (AAV-7A1)",1,tracks
2026-03-03,WO-260303-00625,HMMWV,HMMWV-0030,D,2940-01-413-1984,Engine air filter element (HMMWV),3,engine
2026-03-04,WO-260304-00626,MTVR,MTVR-0234,A,3110-01-561-1929,"Bearing, Tapered Roller, Wheel Hub (MTVR drive axle)",2,wheels
2026-03-04,WO-260304-00627,MTVR,MTVR-0075,W,2530-01-621-3107,Brake rotor (MTVR),2,brakes
2026-03-04,WO-260304-00628,MTVR,MTVR-0240,M,2920-01-396-9234,Starter motor 24V (HMMWV/MTVR),1,engine
2026-03-04,WO-260304-00629,MTVR,MTVR-0013,Q,2940-01-389-2196,Primary fuel/oil filter element (MTVR),6,engine
2026-03-04,WO-260304-00630,MTVR,MTVR-0018,S,4720-01-329-4512,Coolant hose (MTVR engine),1,engine
2026-03-04,WO-260304-00631,MTVR,MTVR-0045,AN,5305-01-188-1057,"Machine screw, hex-head 3/8-16 (general)",11,fasteners
2026-03-04,WO-260304-00632,MTVR,MTVR-0138,B,6140-01-446-9512,Vehicle battery 6TL 12V (HMMWV/MTVR),1,electrical
